#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.74987  0.25553  0.07910  1.46941  0.000000  0.000000  0.000000     0.783
   0.76493  0.24049  0.07836  1.48087  0.000000  0.000000  0.000000     0.780
   0.77990  0.22555  0.07739  1.49134  0.000000  0.000000  0.000000     0.776
   0.79477  0.21073  0.07618  1.50047  0.000000  0.000000  0.000000     0.773
   0.80953  0.19603  0.07474  1.50897  0.000000  0.000000  0.000000     0.771
   0.82418  0.18148  0.07305  1.51637  0.000000  0.000000  0.000000     0.768
   0.83869  0.16710  0.07112  1.52286  0.000000  0.000000  0.000000     0.766
   0.85303  0.15293  0.06894  1.52850  0.000000  0.000000  0.000000     0.764
   0.86717  0.13901  0.06651  1.53321  0.000000  0.000000  0.000000     0.763
   0.88104  0.12539  0.06383  1.53706  0.000000  0.000000  0.000000     0.762
   0.89457  0.11218  0.06092  1.53999  0.000000  0.000000  0.000000     0.761
   0.90766  0.09946  0.05780  1.54203  0.000000  0.000000  0.000000     0.760
   0.92018  0.08739  0.05451  1.54302  0.000000  0.000000  0.000000     0.760
   0.93196  0.07611  0.05110  1.54338  0.000000  0.000000  0.000000     0.760
   0.94286  0.06577  0.04766  1.54239  0.000000  0.000000  0.000000     0.760
   0.95277  0.05647  0.04424  1.54061  0.000000  0.000000  0.000000     0.760
   0.96163  0.04825  0.04093  1.53781  0.000000  0.000000  0.000000     0.761
   0.96948  0.04107  0.03775  1.53387  0.000000  0.000000  0.000000     0.763
   0.97639  0.03485  0.03475  1.52832  0.000000  0.000000  0.000000     0.764
   0.98247  0.02947  0.03191  1.52141  0.000000  0.000000  0.000000     0.767
   0.98785  0.02481  0.02923  1.51215  0.000000  0.000000  0.000000     0.770
   0.99262  0.02077  0.02669  1.50083  0.000000  0.000000  0.000000     0.773
   0.99688  0.01726  0.02427  1.48597  0.000000  0.000000  0.000000     0.778
   1.00072  0.01420  0.02196  1.46731  0.000000  0.000000  0.000000     0.784
   1.00420  0.01152  0.01973  1.44421  0.000000  0.000000  0.000000     0.791
   1.00739  0.00918  0.01757  1.41329  0.000000  0.000000  0.000000     0.800
   1.01031  0.00716  0.01546  1.37575  0.000000  0.000000  0.000000     0.811
   1.01302  0.00540  0.01339  1.32781  0.000000  0.000000  0.000000     0.824
   1.01554  0.00391  0.01136  1.26688  0.000000  0.000000  0.000000     0.841
   1.01790  0.00267  0.00935  1.19317  0.000000  0.000000  0.000000     0.859
   1.02012  0.00167  0.00737  1.10205  0.000000  0.000000  0.000000     0.880
   1.02223  0.00091  0.00541  0.99381  0.000000  0.000000  0.000000     0.903
   1.02422  0.00038  0.00348  0.87080  0.000000  0.000000  0.000000     0.926
   1.02614  0.00008  0.00160  0.73446  0.000000  0.000000  0.000000     0.948
   1.02796  0.00000 -0.00022  0.59264  0.000000  0.000000  0.000000     0.966
   1.02979  0.00014 -0.00205  0.44538  0.000000  0.000000  0.000000     0.981
   1.03170  0.00051 -0.00392  0.28845  0.000000  0.000000  0.000000     0.992
   1.03367  0.00115 -0.00579  0.13128  0.000000  0.000000  0.000000     0.998
   1.03574  0.00206 -0.00765 -0.01980  0.000000  0.000000  0.000000     1.000
   1.03790  0.00324 -0.00946 -0.15799  0.000000  0.000000  0.000000     0.998
   1.04019  0.00469 -0.01122 -0.28078  0.000000  0.000000  0.000000     0.992
   1.04261  0.00641 -0.01293 -0.38639  0.000000  0.000000  0.000000     0.986
   1.04519  0.00840 -0.01458 -0.47772  0.000000  0.000000  0.000000     0.978
   1.04797  0.01068 -0.01618 -0.55499  0.000000  0.000000  0.000000     0.970
   1.05098  0.01325 -0.01774 -0.62062  0.000000  0.000000  0.000000     0.963
   1.05426  0.01615 -0.01927 -0.67668  0.000000  0.000000  0.000000     0.956
   1.05786  0.01942 -0.02077 -0.72450  0.000000  0.000000  0.000000     0.949
   1.06185  0.02312 -0.02226 -0.76567  0.000000  0.000000  0.000000     0.943
   1.06630  0.02732 -0.02375 -0.80174  0.000000  0.000000  0.000000     0.937
   1.07133  0.03211 -0.02523 -0.83223  0.000000  0.000000  0.000000     0.933
   1.07703  0.03762 -0.02672 -0.85894  0.000000  0.000000  0.000000     0.928
   1.08357  0.04399 -0.02821 -0.88215  0.000000  0.000000  0.000000     0.924
   1.09109  0.05136 -0.02969 -0.90191  0.000000  0.000000  0.000000     0.921
   1.09974  0.05989 -0.03116 -0.91862  0.000000  0.000000  0.000000     0.918
   1.10964  0.06969 -0.03258 -0.93231  0.000000  0.000000  0.000000     0.915
   1.12082  0.08078 -0.03391 -0.94340  0.000000  0.000000  0.000000     0.913
   1.13320  0.09310 -0.03513 -0.95184  0.000000  0.000000  0.000000     0.911
   1.14662  0.10648 -0.03621 -0.95808  0.000000  0.000000  0.000000     0.910
   1.16088  0.12071 -0.03712 -0.96258  0.000000  0.000000  0.000000     0.909
   1.17578  0.13559 -0.03788 -0.96558  0.000000  0.000000  0.000000     0.909
   1.19117  0.15097 -0.03849 -0.96760  0.000000  0.000000  0.000000     0.908
   1.20692  0.16671 -0.03896 -0.96878  0.000000  0.000000  0.000000     0.908
   1.22295  0.18274 -0.03932 -0.96955  0.000000  0.000000  0.000000     0.908
   1.23921  0.19900 -0.03958 -0.97007  0.000000  0.000000  0.000000     0.908
   1.25564  0.21543 -0.03977 -0.97041  0.000000  0.000000  0.000000     0.908
   1.27222  0.23201 -0.03989 -0.97105  0.000000  0.000000  0.000000     0.908
   1.28892  0.24870 -0.03996 -0.97182  0.000000  0.000000  0.000000     0.908
   1.30569  0.26547 -0.04000 -0.97320  0.000000  0.000000  0.000000     0.907
   1.32248  0.28227 -0.04002 -0.97538  0.000000  0.000000  0.000000     0.907
   1.33921  0.29900 -0.04002 -0.98084  0.000000  0.000000  0.000000     0.906
   1.35578  0.31556 -0.03997 -0.98690  0.000000  0.000000  0.000000     0.905
   1.37227  0.33205 -0.03983 -0.98910  0.000000  0.000000  0.000000     0.904
   1.38875  0.34853 -0.03961 -0.99044  0.000000  0.000000  0.000000     0.904
   1.40525  0.36503 -0.03931 -0.99112  0.000000  0.000000  0.000000     0.904
   1.42179  0.38156 -0.03894 -0.99116  0.000000  0.000000  0.000000     0.904
   1.43836  0.39813 -0.03849 -0.99099  0.000000  0.000000  0.000000     0.904
   1.45497  0.41474 -0.03799 -0.99037  0.000000  0.000000  0.000000     0.904
   1.47162  0.43137 -0.03742 -0.98950  0.000000  0.000000  0.000000     0.904
   1.48830  0.44804 -0.03680 -0.98865  0.000000  0.000000  0.000000     0.904
   1.50501  0.46474 -0.03613 -0.98733  0.000000  0.000000  0.000000     0.905
   1.52176  0.48147 -0.03542 -0.98607  0.000000  0.000000  0.000000     0.905
   1.53853  0.49822 -0.03466 -0.98466  0.000000  0.000000  0.000000     0.905
   1.55532  0.51500 -0.03386 -0.98304  0.000000  0.000000  0.000000     0.905
   1.57214  0.53179 -0.03302 -0.98163  0.000000  0.000000  0.000000     0.906
   1.58898  0.54861 -0.03215 -0.97975  0.000000  0.000000  0.000000     0.906
   1.60584  0.56545 -0.03125 -0.97821  0.000000  0.000000  0.000000     0.906
   1.62271  0.58230 -0.03031 -0.97638  0.000000  0.000000  0.000000     0.907
   1.63961  0.59916 -0.02936 -0.97457  0.000000  0.000000  0.000000     0.907
   1.65652  0.61604 -0.02837 -0.97259  0.000000  0.000000  0.000000     0.907
   1.67344  0.63293 -0.02736 -0.97080  0.000000  0.000000  0.000000     0.908
   1.69037  0.64984 -0.02634 -0.96891  0.000000  0.000000  0.000000     0.908
   1.70731  0.66675 -0.02529 -0.96691  0.000000  0.000000  0.000000     0.909
   1.72427  0.68367 -0.02422 -0.96480  0.000000  0.000000  0.000000     0.909
   1.74123  0.70059 -0.02313 -0.96275  0.000000  0.000000  0.000000     0.909
   1.75819  0.71752 -0.02203 -0.96052  0.000000  0.000000  0.000000     0.910
   1.77516  0.73445 -0.02091 -0.95833  0.000000  0.000000  0.000000     0.910
   1.79214  0.75139 -0.01977 -0.95606  0.000000  0.000000  0.000000     0.911
   1.80911  0.76833 -0.01862 -0.95334  0.000000  0.000000  0.000000     0.911
   1.82609  0.78527 -0.01746 -0.95095  0.000000  0.000000  0.000000     0.912
   1.84307  0.80220 -0.01628 -0.94812  0.000000  0.000000  0.000000     0.912
   1.86004  0.81914 -0.01509 -0.94498  0.000000  0.000000  0.000000     0.913
   1.87701  0.83606 -0.01388 -0.94165  0.000000  0.000000  0.000000     0.913
   1.89397  0.85298 -0.01266 -0.93787  0.000000  0.000000  0.000000     0.914
   1.91091  0.86987 -0.01142 -0.93395  0.000000  0.000000  0.000000     0.915
   1.92781  0.88673 -0.01017 -0.92897  0.000000  0.000000  0.000000     0.916
   1.94465  0.90351 -0.00891 -0.92354  0.000000  0.000000  0.000000     0.917
   1.96133  0.92015 -0.00764 -0.91680  0.000000  0.000000  0.000000     0.918
   1.97771  0.93648 -0.00637 -0.90866  0.000000  0.000000  0.000000     0.919
   1.99352  0.95224 -0.00513 -0.89847  0.000000  0.000000  0.000000     0.921
   2.00833  0.96700 -0.00396 -0.88546  0.000000  0.000000  0.000000     0.924
   2.02163  0.98026 -0.00288 -0.86624  0.000000  0.000000  0.000000     0.927
   2.03306  0.99165 -0.00195 -0.84206  0.000000  0.000000  0.000000     0.931
   2.04144  1.00000 -0.00126 -0.74030  0.000000  0.000000  0.000000     0.947
